timestamp,latitude,longitude,altitude,x,y,z,q_0,q_1,q_2,q_3,approach_x,approach_y,approach_z,time_usec
1683558178.1978137,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1574742499
1683558184.1993606,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1580742499
1683558190.198015,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1586742499
1683558196.1953664,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1592742499
1683558202.1917493,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1598742499
1683558208.1908379,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1604742499
1683558214.187346,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1610742499
1683558220.1838381,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1616742499
1683558226.1860516,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1622742499
1683558232.1797278,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1628742499
1683558238.1770613,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1634742499
1683558244.1753917,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1640742499
1683558250.1744778,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1646742499
1683558256.1713033,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1652742499
1683558262.1714358,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1658742499
1683558268.1687381,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1664742499
1683558274.1674895,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1670742499
1683558280.1633832,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1676742499
1683558286.1620088,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1682742499
1683558292.160013,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1688742499
1683558298.161451,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1694742499
1683558304.1590307,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1700742499
1683558310.1547444,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1706742499
1683558316.1542592,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1712742499
1683558322.1518962,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1718742499
1683558328.1522,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1724742499
1683558334.148162,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1730742499
1683558340.146031,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1736742499
1683558346.1418302,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1742742499
1683558352.1442573,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1748742499
1683558358.1406271,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1754742499
1683558364.1374097,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1760742499
1683558370.1344442,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1766742499
1683558376.13254,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1772742499
1683558382.1290507,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1778742499
1683558388.132067,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1784742499
1683558394.126574,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1790742499
1683558400.1253188,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1796742499
1683558406.123237,-353632620,1491652372,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1802742499
1683558412.1215093,-353632620,1491652373,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1808742499
1683558418.1187031,-353632620,1491652373,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1814742499
1683558424.1187239,-353632621,1491652374,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1820742499
1683558430.114639,-353632621,1491652375,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1826742499
1683558436.11127,-353632621,1491652375,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1832742499
1683558442.1089666,-353632622,1491652375,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1838742499
1683558448.107845,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1844742499
1683558454.1049957,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1850742499
1683558460.1064622,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1856742499
1683558466.1058462,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1862742499
1683558472.1039028,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1868742499
1683558478.1018744,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1874742499
1683558484.0993075,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1880742499
1683558490.0943215,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1886742499
1683558496.0952005,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1892742499
1683558502.093824,-353632622,1491652376,584380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1898742499
