timestamp,brkval,freemem,freemem32
1683558298.862299,0,65535,131072
1683558299.861909,0,65535,131072
1683558300.8615942,0,65535,131072
1683558301.8569684,0,65535,131072
1683558302.8566399,0,65535,131072
1683558303.85922,0,65535,131072
1683558304.8588588,0,65535,131072
1683558305.8599367,0,65535,131072
1683558306.8554957,0,65535,131072
1683558307.8557293,0,65535,131072
1683558308.855432,0,65535,131072
1683558309.854996,0,65535,131072
1683558310.8546333,0,65535,131072
1683558311.8564768,0,65535,131072
1683558312.8561354,0,65535,131072
1683558313.8565814,0,65535,131072
1683558314.8526978,0,65535,131072
1683558315.8543355,0,65535,131072
1683558316.8540652,0,65535,131072
1683558317.8545032,0,65535,131072
1683558318.8549056,0,65535,131072
1683558319.850285,0,65535,131072
1683558320.849928,0,65535,131072
1683558321.852366,0,65535,131072
1683558322.853692,0,65535,131072
1683558323.8496323,0,65535,131072
1683558324.8492465,0,65535,131072
1683558325.8516536,0,65535,131072
1683558326.8512821,0,65535,131072
1683558327.8524306,0,65535,131072
1683558328.852048,0,65535,131072
1683558329.8468611,0,65535,131072
1683558330.847854,0,65535,131072
1683558331.8484492,0,65535,131072
1683558332.8479507,0,65535,131072
1683558333.8484035,0,65535,131072
1683558334.8480234,0,65535,131072
1683558335.8483477,0,65535,131072
1683558336.8480437,0,65535,131072
1683558337.8491347,0,65535,131072
1683558338.8459563,0,65535,131072
1683558339.846282,0,65535,131072
1683558340.8459232,0,65535,131072
1683558341.8471355,0,65535,131072
1683558342.846749,0,65535,131072
1683558343.8470492,0,65535,131072
1683558344.8466885,0,65535,131072
1683558345.8420537,0,65535,131072
1683558346.8427196,0,65535,131072
1683558347.8438582,0,65535,131072
1683558348.8426974,0,65535,131072
1683558349.844436,0,65535,131072
1683558350.8441522,0,65535,131072
1683558351.8444252,0,65535,131072
1683558352.8439972,0,65535,131072
1683558353.8403604,0,65535,131072
1683558354.8405118,0,65535,131072
1683558355.841129,0,65535,131072
1683558356.8405652,0,65535,131072
1683558357.8410413,0,65535,131072
1683558358.840645,0,65535,131072
1683558359.8418279,0,65535,131072
1683558360.841486,0,65535,131072
1683558361.8361,0,65535,131072
1683558362.8372736,0,65535,131072
1683558363.837548,0,65535,131072
1683558364.837062,0,65535,131072
1683558365.8375251,0,65535,131072
1683558366.8372853,0,65535,131072
1683558367.839114,0,65535,131072
1683558368.8387668,0,65535,131072
1683558369.835056,0,65535,131072
1683558370.8366332,0,65535,131072
1683558371.8371627,0,65535,131072
1683558372.836697,0,65535,131072
1683558373.8320901,0,65535,131072
1683558374.8317697,0,65535,131072
1683558375.8328168,0,65535,131072
1683558376.8325095,0,65535,131072
1683558377.8346176,0,65535,131072
1683558378.8354115,0,65535,131072
1683558379.8350785,0,65535,131072
1683558380.8347914,0,65535,131072
1683558381.829475,0,65535,131072
1683558382.829106,0,65535,131072
1683558383.8295364,0,65535,131072
1683558384.8291168,0,65535,131072
1683558385.8302534,0,65535,131072
1683558386.8313327,0,65535,131072
1683558387.8324692,0,65535,131072
1683558388.8320413,0,65535,131072
1683558389.827492,0,65535,131072
1683558390.8275504,0,65535,131072
1683558391.8268914,0,65535,131072
1683558392.8265216,0,65535,131072
1683558393.8268642,0,65535,131072
1683558394.8282518,0,65535,131072
1683558395.8299148,0,65535,131072
1683558396.8294315,0,65535,131072
1683558397.8257766,0,65535,131072
1683558398.825353,0,65535,131072
1683558399.8256228,0,65535,131072
1683558400.825251,0,65535,131072
1683558401.8257694,0,65535,131072
1683558402.8274636,0,65535,131072
1683558403.8228126,0,65535,131072
1683558404.8225858,0,65535,131072
1683558405.822899,0,65535,131072
1683558406.8231778,0,65535,131072
1683558407.824396,0,65535,131072
1683558408.8240683,0,65535,131072
1683558409.8210185,0,65535,131072
1683558410.8215523,0,65535,131072
1683558411.8218853,0,65535,131072
1683558412.8215961,0,65535,131072
1683558413.8222907,0,65535,131072
1683558414.8220441,0,65535,131072
1683558415.8226998,0,65535,131072
1683558416.822246,0,65535,131072
1683558417.8190053,0,65535,131072
1683558418.8194768,0,65535,131072
1683558419.8196368,0,65535,131072
1683558420.8186421,0,65535,131072
1683558421.8184164,0,65535,131072
1683558422.8178794,0,65535,131072
1683558423.8192623,0,65535,131072
1683558424.8189027,0,65535,131072
1683558425.8198597,0,65535,131072
1683558426.819517,0,65535,131072
1683558427.8142226,0,65535,131072
1683558428.813892,0,65535,131072
1683558429.8148656,0,65535,131072
1683558430.8145676,0,65535,131072
1683558431.8156233,0,65535,131072
1683558432.8152943,0,65535,131072
1683558433.8164709,0,65535,131072
1683558434.816674,0,65535,131072
1683558435.8114967,0,65535,131072
1683558436.8111818,0,65535,131072
1683558437.8143191,0,65535,131072
1683558438.814016,0,65535,131072
1683558439.814454,0,65535,131072
1683558440.8140786,0,65535,131072
1683558441.809517,0,65535,131072
1683558442.8099465,0,65535,131072
1683558443.8115273,0,65535,131072
1683558444.8115053,0,65535,131072
1683558445.811694,0,65535,131072
1683558446.812106,0,65535,131072
1683558447.8083115,0,65535,131072
1683558448.8070228,0,65535,131072
1683558449.807456,0,65535,131072
1683558450.8070574,0,65535,131072
1683558451.809788,0,65535,131072
1683558452.8092253,0,65535,131072
1683558453.8052998,0,65535,131072
1683558454.8051295,0,65535,131072
1683558455.8060656,0,65535,131072
1683558456.8056707,0,65535,131072
1683558457.8061566,0,65535,131072
1683558458.805964,0,65535,131072
1683558459.8068473,0,65535,131072
1683558460.8063893,0,65535,131072
1683558461.806314,0,65535,131072
1683558462.8057282,0,65535,131072
1683558463.8061967,0,65535,131072
1683558464.8059137,0,65535,131072
1683558465.8062196,0,65535,131072
1683558466.8058422,0,65535,131072
1683558467.8026757,0,65535,131072
1683558468.8024259,0,65535,131072
1683558469.8028042,0,65535,131072
1683558470.8023639,0,65535,131072
1683558471.8041606,0,65535,131072
1683558472.8037975,0,65535,131072
1683558473.8002586,0,65535,131072
1683558474.7996912,0,65535,131072
1683558475.8014715,0,65535,131072
1683558476.801128,0,65535,131072
1683558477.8021073,0,65535,131072
1683558478.8018594,0,65535,131072
1683558479.7979777,0,65535,131072
1683558480.797687,0,65535,131072
1683558481.797529,0,65535,131072
1683558482.796973,0,65535,131072
1683558483.7995095,0,65535,131072
1683558484.7992558,0,65535,131072
1683558485.799575,0,65535,131072
1683558486.7991908,0,65535,131072
1683558487.7940521,0,65535,131072
1683558488.7936683,0,65535,131072
1683558489.79448,0,65535,131072
1683558490.7943158,0,65535,131072
1683558491.7954013,0,65535,131072
1683558492.7950857,0,65535,131072
1683558493.795627,0,65535,131072
1683558494.7951343,0,65535,131072
