timestamp,seq
1683558393.8268888,0
1683558394.828273,0
1683558395.8299394,0
1683558396.8294566,0
1683558397.8258035,0
1683558398.8253746,0
1683558399.8256476,0
1683558400.8252995,0
1683558401.8257935,0
1683558402.8274875,0
1683558403.822836,0
1683558404.8226078,0
1683558405.8229237,0
